id,path,class
68,train/Сайтама/2e6c4ef866e0965a1d618b3fb228800e.jpg,Сайтама
69,train/Сайтама/2ef33b50340428b42de72ef6cac52162.jpg,Сайтама
70,train/Сайтама/3a5c3759fe6bc49daafd78c665eccdac.jpg,Сайтама
71,train/Сайтама/3c0b712c7f3c8d76aa0c34595abbc520.jpg,Сайтама
72,train/Сайтама/3d1f37584d6d12b9687d4a4199a4b3d7.jpg,Сайтама
73,train/Сайтама/3d38765810b888262380423304bc54fe.jpg,Сайтама
74,train/Сайтама/3eae879e8619fba1414af5af2ccaf564.jpg,Сайтама
75,train/Сайтама/3ef636a62c108468697b613ccf37dc8b.jpg,Сайтама
76,train/Сайтама/3f2f4d7875bb24f4325e97f56b273b84.jpg,Сайтама
77,train/Сайтама/4a1ab3da2044c3e07775337146d22e58.jpg,Сайтама
78,train/Сайтама/4ff6985f5d807c10d2ab844df86dc195.jpg,Сайтама
79,train/Сайтама/5a53ee576415001bf4786cb430c5a68e.jpg,Сайтама
80,train/Сайтама/5c69487da7c1a8c9fe44649e6d92ee04.jpg,Сайтама
81,train/Сайтама/5d4cc7d1196cff69510fd35bb0ad2af9.jpg,Сайтама
82,train/Сайтама/5dccd3257b1daf05f9f4b20a67e5925c.jpg,Сайтама
83,train/Сайтама/5e48bfda17cbd903e5412ae070b41fd2.jpg,Сайтама
84,train/Сайтама/6cbeeec147aeb71d9bf20d3f40192ae1.jpg,Сайтама
85,train/Сайтама/6f0f1fe060f26c5dba3c3a4d59af7c5a.jpg,Сайтама
86,train/Сайтама/8bbeecfb31734f09405da848c86a804c.jpg,Сайтама
87,train/Сайтама/8e8f606fb26a2f6f8565c0707587ab5f.jpg,Сайтама
88,train/Сайтама/9a3d95d53e55029ae887c0a66bad6e3f.jpg,Сайтама
89,train/Сайтама/9c2b6463856ce5106b9aeb9d9d008323.jpg,Сайтама
90,train/Соник/00badad3b4e440bc1264bf25f0ea65f2.jpg,Соник
91,train/Соник/03ca57e4c44cdde0ff52a22ad0a137ca.jpg,Соник
92,train/Соник/0a18530fb37c15a870c3401e77d7e56f.jpg,Соник
93,train/Соник/0a46da41ddb1d101ead066fd3799d85d.jpg,Соник
94,train/Соник/0b839191592e67805308ae5940cd93f1.jpg,Соник
95,train/Соник/0e7a898513d1b15ff3d301700ebd53b9.jpg,Соник
96,train/Соник/0f4f80596d111c3e32b5c8ae3ff67347.jpg,Соник
97,train/Соник/12a682bcf23200febabd5b294aede827.jpg,Соник
98,train/Соник/15f2c455ab8e6c0ca5d74f4ec58c89c8.jpg,Соник
99,train/Соник/16cf1f5e78c36c6c213b8629a734b0b2.jpg,Соник
100,train/Соник/1a3d2612764bc49feb9414794240015b.jpg,Соник
101,train/Соник/1a8efe06189b2a3452e94c0ca6753519.jpg,Соник
102,train/Соник/1d795e2b6c29bb329b4049c82fa6410e.jpg,Соник
103,train/Соник/1d95fbd873083a11b90629c492009bff.jpg,Соник
104,train/Соник/1dc32add608bca4e4866b52cde209eb2.jpg,Соник
105,train/Соник/2d5c7a4bdf43c0439a37e8259d943ef2.jpg,Соник
106,train/Соник/3aab3ddd430f7e0de330765f4564cc04.jpg,Соник
107,train/Соник/3abd959b9c9ce31df8031f2dd10e4209.jpg,Соник
108,train/Соник/3c63cb7006feef42d2137bface47e23b.jpg,Соник
109,train/Соник/3eae0c7d0a75a6a6fa837662e97165fd.jpg,Соник
110,train/Соник/5c7c208c35e9f07e44b4fc5e2e19792b.jpg,Соник
111,train/Соник/5df8b9819be1940589c9919e1835371b.jpg,Соник
112,train/Соник/6cb8e3357db6e71605fadfb81356bad3.jpg,Соник
113,train/Соник/7cb81d8ca93eadfb1a5933043e010af0.jpg,Соник
114,train/Соник/7f078a2c7730caae00a2e506be4a7b45.jpg,Соник
115,train/Соник/8b7f57ddd5db6981e9200e45a6cf9321.jpg,Соник
116,train/Соник/8b8f4e10754f8b411105bf22fe6dce69.jpg,Соник
117,train/Соник/8dbc2f01adb5715511f8401d53c139c7.jpg,Соник
118,train/Соник/8efe4bb0872a3fc653bf6f08073724af.jpg,Соник
119,train/Соник/9e4dd99d85dfdd16c543ae3158ab97eb.jpg,Соник
120,train/Татсумаки/06c27614479e71583feac6d0e98f3073.jpg,Татсумаки
121,train/Татсумаки/07a9a61afeb1a2ee41ba114407d1e292.jpg,Татсумаки
122,train/Татсумаки/08eca4540751e81088cf48db01c0d391.jpg,Татсумаки
123,train/Татсумаки/08fd8d3dd5800b258cb32dd791ebaa25.jpg,Татсумаки
124,train/Татсумаки/0b83b5559c918aa04ff1ce4701081bea.jpg,Татсумаки
125,train/Татсумаки/0c363b88f96764907b03859fffb1a413.jpg,Татсумаки
126,train/Татсумаки/0c5f29d4855dbc1b06a1649327bec148.jpg,Татсумаки
127,train/Татсумаки/0e02ddc47c3b298970a4dc1306192ebe.jpg,Татсумаки
128,train/Татсумаки/0ec0a9f4b427373a1776f3dbd6753c3e.jpg,Татсумаки
129,train/Татсумаки/0ff075a01fce80d3904add9fbdef7382.jpg,Татсумаки
130,train/Татсумаки/1be4acfa798f0f8f8b0430aa926a8f18.jpg,Татсумаки
131,train/Татсумаки/1dc60dfd9f129cacce787376a77e842a.jpg,Татсумаки
132,train/Татсумаки/1f3e9ceccac05f84bac361b23d336243.jpg,Татсумаки
133,train/Татсумаки/1f7b1807a273837d5b83460393073af8.jpg,Татсумаки
134,train/Татсумаки/2e48ec82297c1c94c224f46119160bc9.jpg,Татсумаки
135,train/Татсумаки/3aa23711e7aa9201822ffa9b3e31aed2.jpg,Татсумаки
136,train/Татсумаки/3ac5eb43127b9577a9e4236ac758fa0f.jpg,Татсумаки
137,train/Татсумаки/3de5cf673980ab914c9ec5cfe749808d.jpg,Татсумаки
138,train/Татсумаки/5a2003f8ab51be98612df8117eb47dbe.jpg,Татсумаки
139,train/Татсумаки/6a804e808ba0e61e167b790cfd53e088.jpg,Татсумаки
140,train/Татсумаки/6bb9548e1e36049b920717a389073ca1.jpg,Татсумаки
141,train/Татсумаки/6bbbb7a6b71feb4ed9736bc69ade27c6.jpg,Татсумаки
142,train/Татсумаки/6bc2a3778afaaa66c7dcb24647b420e4.jpg,Татсумаки
143,train/Татсумаки/6c5c6e7d532af4db482f7190992054f3.jpg,Татсумаки
144,train/Татсумаки/6e4ddf22782ed5ed9b5749259c48a118.jpg,Татсумаки
145,train/Татсумаки/7a4e183f823e5ce81bb619a141a89842.jpg,Татсумаки
146,train/Татсумаки/7c1d26acdc39f9ac77d831737ababf4b.jpg,Татсумаки
147,train/Татсумаки/7ef39d0dcd46728edd14957b1c9767df.jpg,Татсумаки
148,train/Татсумаки/7f7d3b7d8c3b7925b714db789d32605e.jpg,Татсумаки
149,train/Татсумаки/8b20c41ce887f046b8ab3807deb60dae.jpg,Татсумаки
150,train/Фубуки/04e50b5f0b17d843de6081eb59150452.jpg,Фубуки
151,train/Фубуки/06f045b6e37e25b73d99d84d0b32cb55.jpg,Фубуки
152,train/Фубуки/0b8c9209eb30d60cdb116c612d90b083.jpg,Фубуки
153,train/Фубуки/0eeb5003c66bda019d2807e8662147e9.jpg,Фубуки
154,train/Фубуки/0f307cbfdc7b7577091aa85857975746.jpg,Фубуки
155,train/Фубуки/1a9eecca185609000b89cdb795d011a2.jpg,Фубуки
156,train/Фубуки/1da6f2aaedb2c5d649732a9691dedb9f.jpg,Фубуки
157,train/Фубуки/23a43b5e1325ebdd02a12bd813933989.jpg,Фубуки
158,train/Фубуки/23b95d34404089d7e6ca1b63a445bb92.jpg,Фубуки
159,train/Фубуки/27d4d048743d9e6361343601f59f32de.jpg,Фубуки
160,train/Фубуки/2d69d35de43c8cee24c710bdfeb2655f.jpg,Фубуки
161,train/Фубуки/2fbed77e063539adac20107732d292e3.jpg,Фубуки
162,train/Фубуки/3ac6ccd03a7371b80dbe7145a2cef637.jpg,Фубуки
163,train/Фубуки/3d5e66e41b2ac9ae2ff8b7e66e68ddb9.jpg,Фубуки
164,train/Фубуки/3dcef83df0abfb4c01993169e61d687e.jpg,Фубуки
165,train/Фубуки/3ee8085227ad3f98a6f344a905612211.jpg,Фубуки
166,train/Фубуки/3f7654de8e95d0ae94cc1592640f7a25.jpg,Фубуки
167,train/Фубуки/3fbff2473ddab9d9d84f7a685be41212.jpg,Фубуки
168,train/Фубуки/4cd9eb522d7abf47058e038cbc885435.jpg,Фубуки
169,train/Фубуки/4d15177650049ce626536c2d8ee18ccc.jpg,Фубуки
170,train/Фубуки/4e9438aeeb9ca2fd990ce789fdd0f4d8.jpg,Фубуки
171,train/Фубуки/4f87aac145c27813ad9196e22c651c27.jpg,Фубуки
172,train/Фубуки/5d71fa6976fc3228521d65ee207c2121.jpg,Фубуки
173,train/Фубуки/5eefe831f9f57f63e3b33385e4db3038.jpg,Фубуки
174,train/Фубуки/6e4e1df38f35f39fc52dd4fdbaed25ac.jpg,Фубуки
175,train/Фубуки/7be42b5a5fb6ace5b5fcd2d6c4fbf589.jpg,Фубуки
176,train/Фубуки/7f1039857b631251b7913032e1e24506.jpg,Фубуки
177,train/Фубуки/7f9247c62f856a2d5cef6133b04c476f.jpg,Фубуки
178,train/Фубуки/9c95445acc9ba746ddd3436ce2982811.jpg,Фубуки
179,train/Фубуки/9d478ff98dafb09e3e8a8e5ad0804f47.jpg,Фубуки
